tweet_text	cord_uid
18/ to date, only 1 mutation has been shown to decrease the accuracy of rapid antigen tests, and it only affected one type of one brand of rapid test.  as long as a variant with a bunch of mutations in the nucleocapsid protein didn’t come our way we’d be okay…	ti5nevfo
4,688/  saudi arabia (cigarette smoking age 18+ was 21.4% in 2018)  of 1,199 in icu with sars-cov-2 infection, 7.2% were regular smokers  50 treated with ecmo: 10% were regular smokers	8v7lldhx
"Protection of bnt162b2 vaccine booster against cov-in israel-nejm shared by ⁦  ⁩60 &amp;older-&amp;received 2 doses of vaccine at least 6 months earlier-found that the rates of confirmed cov- &amp;severe illness-substantially👇among those-vaccinated"	1vd4j3qc
additional data confirms that masking in schools [institutions] is effective. close contacts with any unmasked exposure to individuals with covid-19 had significantly higher chances of receiving a positive sars-cov-2 test result compared with those who had only masked exposure.	cpbu3fv3
Vinorelbine monotherapy induction prior to radiotherapy for patients with intracranial germinoma during the COVID-19 pandemic - Wiley.	kfjm95p9
more on #covidisairborne. this study implies not only enhanced capacity of aerosol production by variants but inadequate filtration of conventional masks. improved masks, ventilation are crucial. vaccines alone won't suffice.	f3swmk24
the mental hurdle on covid-19 treatments is profound.  take budesonide.  large, peer-reviewed and published, first world rct with very convincing data, leaving little doubt that the drug is very helpful for hospitalizations/speed of recovery.	5c1e0770
1/ it’s called UVA = ultraviolet blood irradiation  endotracheal application of ultraviolet a light in critically ill patients with severe acute respiratory syndrome coronavirus 2: a first-in-human study	qv0c3vro
"the disappointing french randomized controlled trial on remdesivir (n=857) took ages to be published but here it is:  ""no clinical benefit observed from the use of remdesivir in hospitalised patients, symptomatic for more than 7 days, on oxygen support."""	u0jddsup
#food insecurity linked to increased #covid19 cases in homes with elderly residents	88vj8czi
"excellent work in this accepted manuscript by the team of  &amp; many others.  alpha variant was associated with a 43-fold increase in fine aerosol viral rna, compared with earlier viruses. #masks reduced viral rna by 48% in fine &amp; 77% in coarse aerosol."	f3swmk24
"percentages can do a poor job of communicating risk. ratios do better.  here's covid ratios for children 0-17 with positive covid test   - 1:40 need hospitalization  - 1:125 need icu  - &lt;1:1000 cases are fatal  (data though dec 2020"	ijzoa0yn
the past few years have seen disparities in the ways marginalised communities live #empirewindrush #blacklivesmatter. we present evidence on how death is felt during #covid19. it's time for change.	p32h5rp3
more than a year after i said that the first remdesivir trials for covid-19 were flawed, another solid study finds virtually no benefit	u0jddsup
twenty-two times greater for women with covid than those without, according to jama pediatrics.  heartbreaking, infuriating... and worst of all, preventable.	37gpov43
A 51-year-old woman - 7 days after the 1st dose of the COVID vaccine: acute left middle cerebral artery blockage (⇒ acute ischemic stroke) - standard ELISA detected high levels of anti-PF4 antibodies (⇒ autoimmune response)	2hzq5o0v
"It is safer as you get younger. Death rate for all positive COVID people is up to 1:62. Among kids, teens, and young adults with available data for these outcomes, - (1:40) were hospitalized - (1:125) needed ICU admission - (&lt;1:1000) passed away."	b4161ynv
#people nearly 68.5 million are forcibly displaced globally making them vulnerable to illness and poor healthcare - especially during the pandemic. in august’s issue, neil arya and the team discuss post-covid primary care regimens for refugees and newcomers.	cw3epg39
There is also evidence though that vaccinated individuals are just as contagious as unvaccinated. In fact, a higher percentage have a low cycle threshold that are asymptomatic.	sgo76prc
Note that face coverings are remarkably effective as well.  That's echoed in justin lessler's excellent work from science a few months ago, which shows that it's particularly impactful for teachers to wear (but kids too).	qhrwngde
"an uplifting study about decline of vaccine protection ""rapid decline of efficacy vs covid-19 in the first two months after the 2nd dose tapers off thereafter and that the trajectory is consistent w/ a long-term efficacy of ~80% against hospitalisation"""	9h4zzo5q
"""The connection between polymyalgia rheumatica and SARS-CoV-2 vaccine cannot be confirmed with certainty by the reported case. However, the timing of the symptoms following the vaccine supports this association."" #veryrare"	bb3l8apn
"""Remdesivir"" is an FDA-approved drug to treat COVID-19. Yet multiple studies now have found it has virtually no advantage."	u0jddsup
Exceptional research in  highlighting healthcare workers  working directly on the #covid19 response are ~1.7 times more likely to struggle with #ptsd than those who do not. demonstrates that adequate support is a vital component of any recovery plan for #ournhspeople	fen3nmr2
#nhlbi co-funded researchers report autopsy data featuring distinct pulmonary pathobiology in patients who died from #covid19: vascular angiogenesis distinguished covid-19 from that of influenza cases of similar severity.	8g8yc0tu
Not sure if its reckless or unconventional (or both) to raise this, but it seems that serosurveys are understating prevalence. of 110 mostly mild patients, 29% did not have measurable igg after pcr +ve. and 6 out of 10 asymptomatic had no detectable ab.	4888p05u
Inhibition of ITK in patients with severe COVID-19:  thread to follow when I have a moment.  This is very cool stuff.	uejtwgar
Implementing warnings for sugary drinks policy strategy to address #ncds   meta-analysis of 23 experiments, 16,000 individuals:  warnings decreased self-reported and objectively measured purchases of sugary drinks	yt7xnkaf
Viral dynamics play a crucial role in COVID-19 pneumonia: the success of early treatment with hydroxychloroquine and azithromycin in Lebanon.	401l7jbn
There is evidence that socially disconnected and lonely older adults are at increased risk of physical and mental problems, including cardiovascular disease, stroke, depression, anxiety, dementia and premature mortality, and require extra care assistance.	kc3nb2pc
In March, our research revealed a strong inclination to self-isolate across all demographics. However, the capacity to self-isolate was lower in * black and minority ethnic communities * individuals with the lowest income and financial reserves  should have been addressed then to prevent disparities.	j7hih6o9
"""Wearing a face mask could lead to a significant decrease in the likelihood of infection..."""	8ko7mmu3
"in #cid predicting infectious sars-cov-2 from diagnostic samples sars-cov-2 vero cell infectivity was only observed for rt-pcr ct &lt; 30 and stt &lt; 9 days ⭐infectivity of patients with ct &gt;30 and duration of symptoms &gt;9 days may be low⭐ quantitative pcr ✨"	j41c15mw
"""This current form appears to be more prevalent among offspring of African descent, with predominant acute gastrointestinal symptoms, haemodynamic instability, and myocarditis."""	icnjhhyy
